Distance_to_wall-180	Distance_to_copter-180	Distance_to_wall-135	Distance_to_copter-135	Distance_to_wall-90	Distance_to_copter-90	Distance_to_wall-45	Distance_to_copter-45	Distance_to_wall0	Distance_to_copter0	Distance_to_wall45	Distance_to_copter45	Distance_to_wall90	Distance_to_copter90	Distance_to_wall135	Distance_to_copter135	Class
0.2730446	8	8	8	5.868383	2.8688	8	3.914364	7.326955	2.510992	6.582687	0.4245002	3.731617	8	8	8	8
3.161201	1.937809	8	2.761031	5.504474	3.204447	8	4.24823	4.438799	1.023389	4.841311	3.259405	4.306042	2.32729	8	8	2
7.354275	4.753366	8	8	1.487996	8	8	8	0.2457247	8	8	8	8	3.775811	8	0.7641187	0
1.477099	8	8	8	2.829419	8	8	0.7025836	6.122901	4.605056	8	2.761031	6.770582	2.8688	8	8	3
3.579439	8	8	2.822081	8	2.32729	8	3.261341	4.020561	1.457304	2.537239	8	8	8	2.193322	8	5
2.228727	8	8	8	2.022731	8	8	8	5.371273	3.819758	8	3.884436	7.589077	3.204447	8	0.7025836	7
6.444156	3.819758	8	8	2.213843	8	8	0.7641187	1.155844	8	8	8	7.386157	2.849181	8	3.467978	0
4.581134	1.023389	8	3.763061	5.603593	8	8	3.467978	3.018866	1.002527	8	8	4.169836	2.382471	4.834336	8	1
0.9675596	8	8	0.4245002	6.312736	3.120388	8	6.440616	6.632441	1.937809	5.75932	2.822081	3.287264	8	8	8	7
5.953593	0.9938627	8	4.629806	5.424366	2.834231	8	8	1.646407	8	8	8	4.175634	2.638898	5.833117	3.236901	1
0.2807541	8	8	8	5.851897	2.831203	8	3.905752	7.319246	2.499504	6.585985	0.4438748	3.748103	8	8	8	8
3.157067	1.925233	8	2.727803	5.485909	3.180707	8	4.220966	4.442933	1.017123	4.859296	3.305981	4.322501	2.330157	8	8	2
7.33698	4.715359	8	8	1.49477	8	8	8	0.2630196	8	8	8	8	3.765991	8	0.7633902	0
1.474433	8	8	8	2.849264	8	8	0.7329971	6.125567	4.596499	7.986773	2.727803	6.750736	2.831203	8	8	3
3.583127	8	8	2.798676	8	2.330157	8	3.236901	4.016872	1.456688	2.544168	8	8	8	2.20738	8	5
2.248893	8	8	8	2.022285	8	8	8	5.351107	3.787918	8	3.859572	7.590658	3.180707	8	0.7329971	7
6.431869	3.787918	8	8	2.225694	8	8	0.7633902	1.168131	8	8	8	7.374307	2.834231	8	3.448476	0
4.570073	1.017123	8	3.737118	5.593851	8	8	3.448476	3.029927	0.9938627	8	8	4.182284	2.370517	4.836367	8	1
0.9852324	8	8	0.4438748	6.316478	3.101555	8	6.411781	6.614768	1.925233	5.742804	2.798676	3.283522	8	8	8	7
5.933997	0.9854407	8	4.598949	5.420465	2.819863	8	8	1.666003	8	8	8	4.179536	2.67925	5.82248	3.211751	1
0.2889965	8	8	8	5.834735	2.793348	8	3.8963	7.311004	2.487244	6.589292	0.4639138	3.765265	8	8	8	8
3.152767	1.913105	8	2.694428	5.467318	3.15745	8	4.193989	4.447233	1.010424	4.877399	3.353009	4.338956	2.332294	8	8	2
7.319249	4.677558	8	8	1.501868	8	8	8	0.280751	8	8	8	8	3.756238	8	0.7620308	0
1.472523	8	8	8	2.868806	8	8	0.7624034	6.127477	4.587268	7.9712	2.694428	6.731194	2.793348	8	8	3
3.586193	8	8	2.773787	8	2.332294	8	3.211751	4.013807	1.458558	2.552112	8	8	8	2.2215	8	5
2.268356	8	8	8	2.021557	8	8	8	5.331644	3.756919	8	3.835432	7.592531	3.15745	8	0.7624034	7
6.419666	3.756919	8	8	2.23744	8	8	0.7620308	1.180334	8	8	8	7.36256	2.819863	8	3.429865	0
4.558309	1.010424	8	3.710645	5.584561	8	8	3.429865	3.041691	0.9854407	8	8	4.19451	2.35749	4.837677	8	1
1.002997	8	8	0.4639138	6.321099	3.084076	8	6.383552	6.597003	1.913105	5.725706	2.773787	3.278901	8	8	8	7
5.913775	0.9777207	8	4.566952	5.416425	2.80437	8	8	1.686225	8	8	8	4.183575	2.719815	5.811562	3.185718	1
0.2969978	8	8	8	5.81825	2.75677	8	3.88762	7.303002	2.474432	6.592449	0.4839536	3.78175	8	8	8	8
3.147698	1.900338	8	2.661504	5.449647	3.1345	8	4.1675	4.452302	1.003471	4.895123	3.400073	4.354323	2.333589	8	8	2
7.301259	4.638876	8	8	1.509187	8	8	8	0.2987409	8	8	8	8	3.746278	8	0.7610629	0
1.47119	8	8	8	2.887982	8	8	0.7913368	6.12881	4.577336	7.955648	2.661504	6.712018	2.75677	8	8	3
3.58996	8	8	2.749381	8	2.333589	8	3.185718	4.01004	1.461563	2.559701	8	8	8	2.236315	8	5
2.288461	8	8	8	2.021177	8	8	8	5.311539	3.725418	8	3.811351	7.594144	3.1345	8	0.7913368	6
6.407511	3.725418	8	8	2.250321	8	8	0.7610629	1.192489	8	8	8	7.349679	2.80437	8	3.412107	0
4.545408	1.003471	8	3.684112	5.57669	8	8	3.412107	3.054592	0.9777207	8	8	4.205718	2.342356	4.837223	8	1
1.020737	8	8	0.4839536	6.325769	3.067173	8	6.354747	6.579263	1.900338	5.708607	2.749381	3.274231	8	8	8	7
5.894197	0.9719743	8	4.535242	5.412592	2.789559	8	8	1.705803	8	8	8	4.187408	2.760456	5.800983	3.159846	1
0.3049181	8	8	8	5.801058	2.719733	8	3.878014	7.295082	2.46129	6.596136	0.5047358	3.798943	8	8	8	8
3.142376	2.46129	8	2.628444	5.432531	3.111603	8	4.142309	4.457624	0.9956071	4.912509	3.44712	4.36911	2.33404	8	1.887287	2
7.282453	4.599284	8	8	1.516958	8	8	8	0.3175468	8	8	8	8	3.735604	8	0.7585708	0
1.470642	8	8	8	2.907302	8	8	0.8195288	6.129357	4.567178	7.939571	2.628444	6.692698	2.719733	8	8	3
3.593518	8	8	2.724533	8	2.325863	8	3.159846	4.006483	1.466645	2.56776	8	8	8	2.251252	8	5
2.308677	8	8	8	2.021329	8	8	8	5.291323	3.694265	8	3.786882	7.595286	3.111603	8	0.8195288	6
6.39582	3.694265	8	8	2.262725	8	8	0.7585708	1.20418	8	8	8	7.337276	2.789559	8	3.396326	0
4.531236	0.9956071	8	3.656483	5.569599	8	8	3.396326	3.068764	0.9719743	8	8	4.216567	2.325863	4.835469	8	1
1.038668	8	8	0.5047358	6.330357	3.050204	8	1.887287	6.561332	3.174463	5.69141	2.724533	3.269643	8	8	8	7
5.8747	0.9668946	8	4.503072	5.408094	2.774572	8	8	1.725301	8	8	8	4.191906	2.80193	5.790995	3.134388	1
0.3137224	8	8	8	5.783579	2.682597	8	3.867479	7.286278	2.446169	6.599329	0.526261	3.816422	8	8	8	8
3.136113	2.446169	8	2.595062	5.41644	3.089289	8	4.11876	4.463887	0.9881649	4.929512	3.494145	4.382663	2.332737	8	1.872732	2
7.26369	4.559852	8	8	1.524714	8	8	8	0.3363097	8	8	8	8	3.72431	8	0.7560172	0
1.471411	8	8	8	2.926629	8	8	0.846518	6.128589	4.555583	7.922802	2.595062	6.673372	2.682597	8	8	3
3.596358	8	8	2.697531	8	2.308656	8	3.134388	4.003642	1.474421	2.576988	8	8	8	2.266278	8	5
2.328813	8	8	8	2.021826	8	8	8	5.271187	3.662974	8	3.762119	7.59613	3.089289	8	0.846518	6
6.383915	3.662974	8	8	2.274629	8	8	0.7560172	1.216085	8	8	8	7.325372	2.774572	8	3.381225	0
4.516563	0.9881649	8	3.627558	5.562586	8	8	3.381225	3.083436	0.9668946	8	8	4.227515	2.308656	4.833428	8	1
1.057534	8	8	0.526261	6.335579	3.033983	8	1.872732	6.542466	3.144348	5.673091	2.697531	3.264421	8	8	8	7
5.855376	0.9633492	8	4.470627	5.402661	2.759084	8	8	1.744624	8	8	8	4.197339	2.844512	5.781861	3.109895	1
0.3226149	8	8	8	5.765612	2.645317	8	3.856113	7.277385	2.43005	6.602797	0.54856	3.834389	8	8	8	8
3.129087	2.43005	8	2.562191	5.401059	3.067474	8	4.09669	4.470913	0.9805516	4.946306	3.541256	4.395341	2.33078	8	1.857687	2
7.245187	4.521071	8	8	1.53318	8	8	8	0.3548133	8	8	8	8	3.711503	8	0.7528795	0
1.472186	8	8	8	2.945604	8	8	0.8727566	6.127814	4.544141	7.906338	2.562191	6.654397	2.645317	8	8	3
3.598925	8	8	2.669929	8	2.289768	8	3.109895	4.001075	1.484289	2.586577	8	8	8	2.281212	8	5
2.348512	8	8	8	2.022586	8	8	8	5.251488	3.632258	8	3.73821	7.596732	3.067474	8	0.8727566	6
6.372149	3.632258	8	8	2.286132	8	8	0.7528795	1.227851	8	8	8	7.313869	2.759084	8	3.368405	0
4.500797	0.9805516	8	3.599019	5.557053	8	8	3.368405	3.099203	0.9633492	8	8	4.237401	2.289768	4.829604	8	1
1.076504	8	8	0.54856	6.3413	3.018672	8	1.857687	6.523496	3.112952	5.654402	2.669929	3.2587	8	8	8	7
5.836327	0.9614446	8	4.437862	5.396929	2.742994	8	8	1.763673	8	8	8	4.203071	2.887579	5.773187	3.085584	1
0.3322718	8	8	8	5.747383	2.607744	8	3.843418	7.267728	2.412147	6.605862	0.5712674	3.852617	8	8	8	8
3.121044	2.412147	8	2.528985	5.385548	3.044711	8	4.074573	4.478956	0.9730753	4.963738	3.589252	4.407878	2.32891	8	1.841494	2
7.226108	4.481993	8	8	1.541856	8	8	8	0.3738923	8	8	8	8	3.697936	8	0.749982	0
1.472865	8	8	8	2.964296	8	8	0.8981228	6.127135	4.531865	7.890176	2.528985	6.635705	2.607744	8	8	6
3.601546	8	8	2.641555	8	2.268836	8	3.085584	3.998454	1.49596	2.59639	8	8	8	2.296431	8	5
2.367997	8	8	8	2.024157	8	8	8	5.232003	3.600855	8	3.714607	7.596561	3.044711	8	0.8981228	6
6.359485	3.600855	8	8	2.297781	8	8	0.749982	1.240515	8	8	8	7.302219	2.742994	8	3.356959	0
4.483863	0.9730753	8	3.570865	5.553052	8	8	3.356959	3.116137	0.9614446	8	8	4.24621	2.268836	4.823912	8	1
1.096271	8	8	0.5712674	6.347105	3.003706	8	1.841494	6.503729	3.079412	5.635028	2.641555	3.252896	8	8	8	7
5.816547	0.9600236	8	4.40442	5.3907	2.726486	8	8	1.783453	8	8	8	4.209301	2.931191	5.764443	3.061083	1
0.3415494	8	8	8	5.73009	2.570863	8	3.830812	7.258451	2.39313	6.608734	0.5947034	3.869911	8	8	8	8
3.111462	2.39313	8	2.495384	5.370701	3.021927	8	4.053805	4.488538	0.9660848	4.981402	3.637741	4.419374	2.326641	8	1.823811	2
7.206814	4.443616	8	8	1.550083	8	8	8	0.3931859	8	8	8	8	3.684505	8	0.7475506	0
1.473355	8	8	8	2.983265	8	8	0.9227713	6.126645	4.519452	7.873892	2.495384	6.616735	2.570863	8	8	6
3.604256	8	8	2.612401	8	2.24719	8	3.061083	3.995744	1.509318	2.606288	8	8	8	2.311833	8	5
2.386676	8	8	8	2.026412	8	8	8	5.213324	3.569868	8	3.690731	7.595695	3.021927	8	0.9227713	6
6.346441	3.569868	8	8	2.309445	8	8	0.7475506	1.253559	8	8	8	7.290555	2.726486	8	3.346186	0
4.465812	0.9660848	8	3.542045	5.549376	8	8	3.346186	3.134188	0.9600236	8	8	4.255095	2.24719	4.817406	8	1
1.116628	8	8	0.5947034	6.353539	2.989099	8	1.823811	6.483372	3.044374	5.614815	2.612401	3.246462	8	8	8	7
5.795924	0.9577495	8	4.368942	5.384411	2.710029	8	8	1.804076	8	8	8	4.215591	2.97491	5.755236	3.035832	1
0.3510516	8	8	8	5.713187	8	8	2.533921	7.248948	2.372972	6.611247	0.6178315	3.886813	8	8	8	8
3.100854	2.372972	8	2.460035	5.355471	2.997217	8	4.033882	4.499146	0.9606353	4.999926	3.687253	4.430989	2.325126	8	1.805963	2
7.188104	4.405219	8	8	1.558657	8	8	8	0.4118958	8	8	8	8	3.671187	8	0.7450547	0
1.474482	8	8	8	3.002874	8	8	0.9469272	6.125518	4.507047	7.856738	2.460035	6.597126	2.974097	8	2.533921	6
3.60745	8	8	2.583743	8	2.224336	8	3.035832	3.992549	1.523904	2.615888	8	8	8	2.327613	8	5
2.406065	8	8	8	2.030061	8	8	8	5.193935	3.538676	8	3.666702	7.593541	2.997217	8	0.9469272	6
6.333961	3.538676	8	8	2.321276	8	8	0.7450547	1.26604	8	8	8	7.278724	2.710029	8	3.336616	0
4.447943	0.9606353	8	3.513311	5.546991	8	8	3.336616	3.152057	0.9577495	8	8	4.262751	2.224336	4.809959	8	0
1.136902	8	8	0.6178315	6.360042	2.974097	8	1.805963	6.463099	3.009406	5.594635	2.583743	3.239959	8	8	8	7
5.774395	0.9552964	8	4.331282	5.377934	2.693167	8	8	1.825605	8	8	8	4.22214	3.018868	5.745627	3.009493	1
0.3607326	8	8	8	5.696398	8	8	2.497282	7.239267	2.352226	6.613602	0.6410844	3.903602	8	8	8	8
3.089844	2.352226	8	2.424998	5.340452	2.971156	8	4.014527	4.510156	0.9550985	5.018478	3.736911	4.442335	2.322683	8	1.787929	2
7.169857	4.366816	8	8	1.568229	8	8	8	0.4301429	8	8	8	8	3.657237	8	0.7422068	0
1.475491	8	8	8	3.022159	8	8	0.9701476	6.124509	4.495214	7.839932	2.424998	6.577841	2.959479	8	2.497282	6
3.610647	8	8	2.554408	8	2.200207	8	3.009493	3.989353	8	2.626152	1.540473	8	8	2.344073	8	5
2.42598	8	8	8	2.035308	8	8	8	5.17402	3.507466	8	3.641194	7.589884	2.971156	8	0.9701476	6
6.322041	3.507466	8	8	2.333633	8	8	0.7422068	1.277959	8	8	8	7.266367	2.693167	8	3.327522	0
4.429426	0.9550985	8	3.484599	5.54493	8	8	3.327522	3.170574	0.9552964	8	8	4.270357	2.200207	4.80195	8	0
1.157447	8	8	0.6410844	6.366549	2.959479	8	1.787929	6.442553	2.973559	5.574243	2.554408	3.233451	8	8	8	7
5.752806	0.953233	8	4.294018	5.372018	2.676115	8	8	1.847194	8	8	8	4.228234	3.062419	5.73563	2.982064	1
0.3711741	8	8	8	5.679137	8	8	2.460622	7.228826	2.330308	6.615693	0.664573	3.920863	8	8	8	8
3.078594	2.330308	8	2.391179	5.326347	2.945734	8	3.994872	4.521406	0.9494075	5.036375	3.786	4.452781	2.318807	8	1.768732	1
7.151078	4.328349	8	8	1.578019	8	8	8	0.4489222	8	8	8	8	3.643463	8	0.7400368	0
1.476551	8	8	8	3.040709	8	8	0.9921446	6.123449	4.482135	7.823729	2.391179	6.559291	2.945144	8	2.460622	6
3.613999	8	8	2.524357	7.991915	2.174922	8	2.982064	3.986001	8	2.636859	1.558803	8	8	2.361204	8	5
2.445456	8	8	8	2.041065	8	8	8	5.154544	3.475702	8	3.615796	7.585736	2.945734	8	0.9921446	6
6.309094	3.475702	8	8	2.346621	8	8	0.7400368	1.290905	8	8	8	7.25338	2.676115	8	3.317981	0
4.410452	0.9494075	8	3.456237	5.543265	8	8	3.317981	3.189548	0.953233	8	8	4.277793	2.174922	4.793421	8	0
1.178914	8	8	0.664573	6.372586	2.945144	8	1.768732	6.421086	2.936257	5.553399	2.524357	3.227414	8	8	8	7
5.731489	0.9507228	8	4.25685	5.366577	2.659657	8	8	1.868511	8	8	8	4.233953	3.105673	5.725525	2.953862	1
0.3813293	8	8	8	5.661756	8	8	2.424397	7.218671	2.307796	6.618141	0.6879056	3.938244	8	8	8	8
3.066635	2.307796	8	2.358078	5.313491	2.920295	8	3.976748	4.533365	0.9451423	5.053575	3.834448	4.46188	2.313064	8	1.74906	1
7.13238	4.29087	8	8	1.587803	8	8	8	0.4676197	8	8	8	8	3.63009	8	0.7378812	0
1.477934	8	8	8	3.058935	8	8	1.012097	6.122066	4.468711	7.807635	2.358078	6.541066	2.930995	8	2.424397	6
3.617235	8	8	2.494339	7.970098	2.148712	8	2.953862	3.982765	8	2.648334	1.579175	8	8	2.378931	8	5
2.46417	8	8	8	2.048312	8	8	8	5.13583	3.444582	8	3.590448	7.580089	2.920295	8	1.012097	6
6.296139	3.444582	8	8	2.359472	8	8	0.7378812	1.303861	8	8	8	7.240528	2.659657	8	3.308615	0
4.392215	0.9451423	8	3.428704	5.542066	8	8	3.308615	3.207785	0.9507228	8	8	4.284625	2.148712	4.784935	8	0
1.199921	8	8	0.6879056	6.378307	2.930995	8	1.74906	6.400079	2.900006	5.533123	2.494339	3.221693	8	8	8	7
5.710845	0.949545	8	4.219682	5.361186	2.643126	8	8	1.889155	8	8	8	4.239709	3.149073	5.715892	2.925676	1
0.39153	8	8	8	5.64386	8	8	2.388136	7.20847	2.28501	6.620927	0.7118713	3.956141	8	8	8	8
3.054518	2.28501	8	2.324364	5.300682	2.893786	8	3.958313	4.545482	0.9410223	5.070819	3.882894	4.470941	2.306952	8	1.730205	1
7.114173	4.254605	8	8	1.597887	8	8	8	0.4858267	8	8	8	8	3.616435	8	0.7364393	0
1.480368	8	8	8	3.077123	8	8	1.029851	6.119632	4.45345	7.791014	2.324364	6.522877	2.91767	8	2.388136	6
3.620502	8	8	2.464011	7.947803	2.120363	8	2.925676	3.979498	8	2.660217	1.601217	8	8	2.397087	8	5
2.482264	8	8	8	2.056988	8	8	8	5.117736	3.413141	8	3.565629	7.573012	2.893786	8	1.029851	6
6.282354	3.413141	8	8	2.372207	8	8	0.7364393	1.317646	8	8	8	7.227794	2.643126	8	3.300641	0
4.373545	0.9410223	8	3.40117	5.542568	8	8	3.300641	3.226455	0.949545	8	8	4.290045	2.120363	4.774823	8	0
1.220709	8	8	0.7118713	6.384616	2.91767	8	1.730205	6.379292	2.863345	5.512683	2.464011	3.215384	8	8	8	7
5.690137	0.9479966	8	4.182883	5.355046	2.625906	8	8	1.909863	8	8	8	4.246312	3.193326	5.706842	2.897576	1
0.4023719	8	8	8	5.627119	8	8	2.352534	7.197628	2.260915	6.62256	0.7353994	3.972881	8	8	8	8
3.041654	2.260915	8	2.28928	5.28851	2.868372	8	3.94057	4.558346	0.9384272	5.087912	3.931087	4.479236	2.300191	8	1.710995	1
7.0966	4.219948	8	8	1.608432	8	8	8	0.5033998	8	8	8	7.991569	3.601907	8	0.7355182	0
1.484225	8	8	8	3.096104	8	8	1.0466	6.115775	4.436343	7.772963	2.28928	6.503896	2.904427	8	2.352534	6
3.624072	8	8	2.433165	7.92514	2.090875	8	2.897576	3.975929	8	2.67224	1.624535	8	8	2.415786	8	5
2.499312	8	8	8	2.065449	8	8	8	5.100688	3.382175	8	3.542845	7.566101	2.868372	8	1.0466	6
6.267979	3.382175	8	8	2.384826	8	8	0.7355182	1.332021	8	8	8	7.215174	2.625906	8	3.293035	0
4.355458	0.9384272	8	3.373126	5.544063	8	8	3.293035	3.244542	0.9479966	8	8	4.294408	2.090875	4.764209	8	0
1.241812	8	8	0.7353994	6.391627	2.904427	8	1.710995	6.358188	2.826942	5.49158	2.433165	3.208373	8	8	8	7
5.669353	0.9466705	8	4.146717	5.349524	2.609444	8	8	1.930646	8	8	8	4.252393	3.237051	5.697341	2.869363	1
0.4139299	8	8	8	5.611117	8	8	2.318007	7.18607	2.234878	6.623231	0.7585374	3.988883	8	8	8	8
3.027465	2.234878	8	2.254222	5.276431	2.842497	8	3.924295	4.572535	0.9376363	5.105623	3.979692	4.487147	2.293653	8	1.69032	1
7.078774	4.186149	8	8	1.618586	8	8	8	0.5212252	8	8	8	7.981415	3.588279	8	0.7343543	0
1.487945	8	8	8	3.114308	8	8	1.06168	6.112055	4.41972	7.755645	2.254222	6.485692	2.891794	8	2.318007	6
3.627046	8	8	2.401254	7.902505	2.059698	8	2.869363	3.972955	8	2.684825	1.649554	8	8	2.434119	8	5
2.515357	8	8	8	2.074629	8	8	8	5.084643	3.352605	8	3.521869	7.558421	2.842497	8	1.06168	6
6.254053	3.352605	8	8	2.397427	8	8	0.7343543	1.345947	8	8	8	7.202574	2.609444	8	3.287462	0
4.337329	0.9376363	8	3.34698	5.547593	8	8	3.287462	3.262671	0.9466705	8	8	4.29693	2.059698	4.751869	8	0
1.26381	8	8	0.7585374	6.398463	2.891794	8	1.69032	6.33619	2.789122	5.469874	2.401254	3.201537	8	8	8	7
5.648002	0.9440806	8	4.110013	5.343775	2.591838	8	8	1.951998	8	8	8	4.258817	3.281025	5.687705	2.840946	1
0.4262121	8	8	8	5.5952	8	8	2.283496	7.173788	2.207302	6.623338	0.7815852	4.0048	8	8	8	8
3.01241	2.207302	8	2.217808	5.264137	2.815722	8	3.907432	4.58759	0.9391515	5.123975	4.028595	4.495103	2.287391	8	1.669853	1
7.061656	4.153944	8	8	1.629749	8	8	8	0.5383444	8	8	8	7.970251	3.573965	8	0.7342058	0
1.492596	8	8	8	3.132686	8	8	1.07494	6.107404	4.401346	7.737682	2.217808	6.467314	2.879647	8	2.283496	6
3.629811	8	8	2.368779	7.879645	2.027598	8	2.840946	3.970189	8	2.697841	1.675855	8	8	2.452541	8	5
2.530497	8	8	8	2.08473	8	8	8	5.069503	3.323214	8	3.502173	7.549776	2.815722	8	1.07494	6
6.23939	3.323214	8	8	2.410968	8	8	0.7342058	1.36061	8	8	8	7.189033	2.591838	8	3.281194	0
4.320194	0.9391515	8	3.321527	5.552285	8	8	3.281194	3.279806	0.9440806	8	8	4.2981	2.027598	4.739074	8	0
1.285892	8	8	0.7815852	6.405813	2.879647	8	1.669853	6.314108	2.752062	5.447803	2.368779	3.194187	8	8	8	7
5.627151	0.9413933	8	4.07356	5.337693	2.574227	8	8	1.97285	8	8	8	4.265654	3.32539	5.678712	2.813815	2
0.4387836	8	8	8	5.580396	8	8	2.250008	7.161216	2.178335	6.622588	0.8031458	4.019604	8	8	8	8
2.996234	2.178335	8	2.181215	5.252895	2.789679	8	3.892292	4.603765	0.9425673	5.142028	4.076693	4.501823	2.280916	8	1.649156	1
7.044491	4.122321	8	8	1.641334	8	8	8	0.5555093	8	8	8	7.958667	3.558779	8	0.7336242	0
1.497756	8	8	8	3.151174	8	8	1.087155	6.102244	4.38231	7.719356	2.181215	6.448827	2.867517	8	2.250008	6
3.632118	8	8	2.336965	7.857306	1.996137	8	2.813815	3.967882	8	2.710974	1.702979	8	8	2.47034	8	5
2.545012	8	8	8	2.095293	8	8	8	5.054988	3.294114	8	3.483126	7.540643	2.789679	8	1.087155	6
6.224467	3.294114	8	8	2.424063	8	8	0.7336242	1.375533	8	8	8	7.175938	2.574227	8	3.275004	0
4.303848	0.9425673	8	3.296399	5.557252	8	8	3.275004	3.296152	0.9413933	8	8	4.29882	1.996137	4.726476	8	0
1.307182	8	8	0.8031458	6.413129	2.867517	8	1.649156	6.292818	2.716493	5.426394	2.336965	3.186871	8	8	8	7
5.606473	0.9386541	8	4.037191	5.331019	2.555766	8	8	1.993527	8	8	8	4.27317	3.370309	5.670352	2.78748	2
0.4522333	8	8	8	5.566453	8	8	2.217548	7.147767	2.148808	6.620669	0.8237759	4.033547	8	8	8	8
2.980322	2.148808	8	2.144754	5.24213	2.764183	8	3.877196	4.619678	0.9465234	5.159549	4.123533	4.508221	2.274102	8	1.629413	1
7.027392	4.091618	8	8	1.653028	8	8	8	0.5726075	8	8	8	7.946973	3.542922	8	0.7331885	0
1.503898	8	8	8	3.169464	8	8	1.097729	6.096102	4.362279	7.700665	2.144754	6.430537	2.856162	8	2.217548	6
3.634206	8	8	2.304972	7.835054	1.964306	8	2.78748	3.965794	8	2.724324	1.730651	8	8	2.487996	8	5
2.55869	8	8	8	2.106164	8	8	8	5.04131	3.265888	8	3.465254	7.531153	2.764183	8	1.097729	6
6.20958	3.265888	8	8	2.437437	8	8	0.7331885	1.39042	8	8	8	7.162563	2.555766	8	3.268939	0
4.288065	0.9465234	8	3.271569	5.562961	8	8	3.268939	3.311934	0.9386541	8	8	4.298716	1.964306	4.71355	8	0
1.328342	8	8	0.8237759	6.42089	2.856162	8	1.629413	6.271658	2.681559	5.40483	2.304972	3.17911	8	8	8	7
5.585616	0.936437	8	3.999783	5.323711	2.536311	8	8	2.014384	8	8	8	4.28142	3.415693	5.662427	2.760919	2
0.4654434	8	8	8	5.553261	8	8	2.186427	7.134557	2.119894	6.618526	0.8444246	4.046739	8	8	8	8
2.964639	2.119894	8	2.107632	5.230946	2.737702	8	3.861794	4.635361	0.9503027	5.177316	4.169664	4.51515	2.267345	8	1.60996	2
7.01045	4.061315	8	8	1.664968	8	8	8	0.5895495	8	8	8	7.935033	3.526392	8	0.7326888	0
1.511035	8	8	8	3.187603	8	8	1.106764	6.088965	4.341731	7.681562	2.107632	6.412398	2.844695	8	2.186427	6
3.636628	8	8	2.272608	7.812256	1.93135	8	2.760919	3.963372	8	2.737908	1.758484	8	8	2.506349	8	5
2.572185	8	8	8	2.117885	8	8	8	5.027815	3.238395	8	3.447097	7.520827	2.737702	8	1.106764	6
6.195263	3.238395	8	8	2.451385	8	8	0.7326888	1.404737	8	8	8	7.148614	2.536311	8	3.263282	0
4.271907	0.9503027	8	3.246106	5.569131	8	8	3.263282	3.328093	0.936437	8	8	4.298369	1.93135	4.700059	8	0
1.350249	8	8	0.8444246	6.428311	2.844695	8	1.60996	6.249751	2.64537	5.382882	2.272608	3.171689	8	8	8	7
5.565134	0.934404	8	3.962353	5.315667	2.516326	8	8	2.034866	8	8	8	4.29048	3.46154	5.65538	2.735165	2
0.4789002	8	8	8	5.541188	8	8	2.15715	7.121099	2.090339	6.61554	0.8635406	4.058813	8	8	8	8
2.948347	2.090339	8	2.070158	5.21928	2.710629	8	3.847114	4.651653	0.9558239	5.195825	4.215311	4.522467	2.262043	8	1.59111	2
6.993635	4.031778	8	8	1.67781	8	8	8	0.6063647	8	8	8	7.922191	3.508276	8	0.7312008	0
1.51861	8	8	8	3.204947	8	8	1.114191	6.081389	4.321172	7.662889	2.070158	6.395053	2.833694	8	2.15715	6
3.639751	8	8	2.241812	7.789968	1.898172	8	2.735165	3.960249	8	2.750746	1.785245	8	8	2.524869	8	5
2.584981	8	8	8	2.129947	8	8	8	5.015018	3.212082	8	3.430056	7.510118	2.710629	8	1.114191	6
6.18147	3.212082	8	8	2.465213	8	8	0.7312008	1.41853	8	8	8	7.134788	2.516326	8	3.258329	0
4.256384	0.9558239	8	3.221824	5.576067	8	8	3.258329	3.343616	0.934404	8	8	4.29715	1.898172	4.686249	8	0
1.371701	8	8	0.8635406	6.435302	2.833694	8	1.59111	6.228299	2.60993	5.361567	2.241812	3.164698	8	8	8	7
5.544382	0.9315464	8	3.924828	5.307451	2.495136	8	8	2.055618	8	8	8	4.299816	3.507069	5.648366	2.709338	2
0.4933164	8	8	8	5.529419	8	8	2.127348	7.106684	2.058943	6.611663	0.8826636	4.070581	8	8	8	7
2.931108	2.058943	8	2.031152	5.207592	2.683599	8	3.832222	4.668892	0.9635737	5.214864	4.25999	4.529653	2.256452	8	1.57205	2
6.977674	4.003449	8	8	1.690948	8	8	8	0.6223254	8	8	8	7.909052	3.490169	8	0.7311862	0
1.526809	8	8	8	3.223041	8	8	1.121376	6.073191	4.299523	7.643249	2.031152	6.376959	2.822518	8	2.127348	6
3.642237	8	8	2.209409	7.767091	1.864255	8	2.709338	3.957763	8	2.764567	1.812372	8	8	2.543457	8	5
2.597398	8	8	8	2.142104	8	8	8	5.002602	3.185805	8	3.41423	7.4993	2.683599	8	1.121376	6
6.167237	3.185805	8	8	2.480108	8	8	0.7311862	1.432763	8	8	8	7.119892	2.495136	8	3.252306	0
4.241797	0.9635737	8	3.197732	5.583659	8	8	3.252306	3.358202	0.9315464	8	8	4.295056	1.864255	4.672362	8	0
1.393836	8	8	0.8826636	6.442815	2.822518	8	1.57205	6.206164	2.574733	5.339402	2.209409	3.157185	8	8	8	7
5.52381	0.928723	8	3.886602	5.298024	2.471658	8	8	2.07619	8	8	8	4.31044	3.553166	5.642478	2.68395	5
0.5090091	8	8	8	5.518341	8	8	2.09736	7.090991	2.026385	6.606408	0.900274	4.08166	8	8	8	7
